SalePrice,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,YearBuilt,Neighborhood,LotArea,KitchenQual
240000,6,2614,2,1522,1974,16,10800,0
135000,5,980,2,980,1977,18,7064,0
168500,6,1512,2,756,2000,20,2117,1
165150,6,1790,2,732,1972,16,10400,0
160000,6,1116,2,1116,1962,12,10000,0
139900,5,1422,1,978,1960,12,12342,0
153000,6,1520,1,1156,1955,12,9600,0
135000,5,2080,2,1040,1969,12,11606,3
168500,6,1350,2,1248,1964,12,9020,0
124000,5,1750,1,636,1880,17,9000,2
209500,8,1554,2,1554,2006,15,4590,1
82500,7,1411,2,1386,1977,16,11900,0
139400,5,1056,1,1056,1954,12,9250,0
144000,6,1056,2,1056,1980,17,6979,0
200000,6,3395,0,1440,1914,22,10896,3
60000,2,800,0,264,1936,3,6120,3
93000,5,1387,1,811,1954,17,6000,1
85000,5,796,0,796,1910,7,8777,0
264561,8,1567,3,1520,2006,0,3982,2
274000,8,1518,2,1518,2003,15,12677,2
226000,7,1929,2,1057,2001,20,7050,1
345000,8,2704,2,1952,1972,12,13860,2
152000,5,1620,2,780,1969,16,10793,0
370878,9,1766,3,1766,2009,20,9187,2
143250,6,981,2,981,1971,12,10530,0
98300,5,1048,2,0,1950,12,7200,0
155000,6,1094,2,1094,1953,7,10452,0
155000,6,1839,2,756,1966,12,7700,0
84500,4,630,0,630,1970,10,1936,0
205950,7,1665,2,813,2007,20,8125,1
108000,4,1510,1,755,1940,7,9084,0
191000,7,1716,2,880,1996,5,8750,1
135000,6,1469,1,756,1906,9,10320,0
350000,8,2113,3,2109,1995,13,10437,1
88000,6,1092,1,525,1971,2,1680,0
145500,5,1053,1,1053,1959,12,10007,1
149000,7,1502,1,776,1931,6,7200,0
97500,6,1458,1,912,1948,12,17503,0
167000,5,1486,2,1486,1964,7,9937,0
197900,7,1935,2,793,1976,16,12384,0
402000,8,2448,3,1629,1994,13,46589,1
110000,6,1392,2,1392,1968,12,13560,0
137500,4,1181,2,1138,1972,7,10012,0
423000,8,2097,3,2077,2005,20,20896,2
230500,8,1936,2,1406,2000,8,11194,1
129000,6,2380,2,1021,1965,12,18450,0
193500,6,1679,2,1408,1994,19,8125,1
168000,5,1437,2,1188,1956,18,14175,0
137500,4,1180,1,700,1922,6,11600,3
173500,6,1476,2,738,2005,5,8633,1
103600,6,1369,1,672,1925,7,6629,0
165000,6,1208,2,1208,1977,24,11250,0
257500,6,1839,2,1477,1957,6,14442,1
140000,6,1136,1,1136,1965,12,9200,0
148500,6,1441,2,855,1978,14,2289,0
87000,4,1774,3,1095,1900,17,9600,0
109500,5,792,1,768,1924,17,9022,1
372500,8,2046,3,2046,2008,21,11844,1
128500,5,988,2,988,1961,18,9945,0
143000,6,923,1,923,1980,19,8012,0
159434,5,1520,1,793,1932,22,4500,0
173000,6,1291,2,1291,1996,4,2887,1
285000,9,1668,3,1626,2002,5,11248,1
221000,7,1839,2,1195,1998,13,16770,0
207500,7,2090,2,1190,1984,21,5062,1
227875,7,1761,2,874,2007,20,10207,1
148800,7,1102,2,551,2004,20,5105,1
392000,8,1419,2,1419,2007,21,8089,1
194700,6,1362,2,1362,2005,15,7577,1
141000,6,848,2,848,2004,5,4426,1
755000,10,4316,3,2444,1994,13,21535,2
335000,7,2519,2,1210,1989,23,26178,1
108480,5,1073,1,1073,1921,17,5400,0
141500,5,1539,2,927,1936,3,6120,0
176000,6,1137,2,1112,1987,23,13811,1
89000,5,616,1,616,1921,3,6000,0
123500,5,1148,1,980,1952,7,6420,0
138500,5,894,1,894,1965,18,8450,0
196000,7,1391,2,1391,2004,20,4282,1
312500,8,1800,3,1800,2002,23,14331,1
140000,7,1164,2,1164,1969,16,9600,0
361919,8,2576,3,1234,2006,21,12438,2
140000,5,1812,2,360,1900,17,7630,1
213000,7,1484,2,1473,2004,5,8400,1
55000,4,1092,0,0,1930,9,5600,3
302000,7,1824,2,1643,1971,4,115149,1
254000,8,1324,2,1324,2006,15,6240,1
179540,7,1456,2,728,2007,8,9018,1
109900,5,904,1,876,1966,18,7162,0
52000,3,729,0,270,1935,3,4130,0
102776,4,1178,1,859,1900,9,8712,0
189000,8,1228,2,1228,1988,21,4671,1
129000,4,960,2,960,1970,3,9873,0
130500,6,1479,2,725,1976,18,13517,1
165000,6,1350,2,1064,1974,16,10140,0
159500,7,2554,2,718,1890,17,10800,0
157000,5,1178,2,1176,1973,16,10000,1
341000,7,2418,3,1311,1993,13,10542,1
128500,5,971,1,971,1969,5,9920,0
275000,8,1742,2,1742,1985,21,6563,1
143000,6,848,2,848,2004,5,4426,1
124500,4,864,2,864,1970,12,8120,0
135000,4,1470,1,941,1954,7,8172,0
320000,9,1698,3,1698,2007,7,13286,2
120500,4,864,2,864,1970,12,6960,1
222000,6,1680,2,880,1988,6,21695,1
194500,7,1232,2,1232,2007,5,7314,1
110000,5,1776,3,1584,1958,12,11475,0
103000,4,1208,2,780,1925,9,6240,0
236500,8,1616,2,1595,1995,21,5389,1
187500,7,1146,2,868,2003,23,9590,1
222500,7,2031,2,1153,1998,5,11404,1
131400,5,1144,1,864,1961,18,10000,0
108000,5,948,1,948,1968,18,8978,0
163000,7,1768,2,880,1914,17,10800,0
93500,3,1040,2,0,1950,12,8544,0
239900,8,1801,3,893,2005,8,10463,1
179000,5,1200,0,1200,1987,7,10800,0
190000,7,1728,2,864,2004,5,9313,1
132000,5,1432,2,264,1910,17,9600,0
142000,6,912,1,912,1961,18,6768,1
179000,7,1349,2,1349,2000,19,8450,0
175000,5,1464,2,520,1963,18,12886,0
180000,8,1337,2,1337,1993,21,5395,1
299800,8,2715,2,1142,1976,16,8963,1
236000,7,2256,2,952,2000,8,8795,1
265979,7,2640,4,1240,1880,17,11700,1
260400,7,1720,2,1720,1996,13,10593,1
98000,4,1529,1,0,1945,7,8405,0
96500,4,1140,0,576,1910,17,8800,0
162000,7,1320,2,660,2003,8,7750,1
217000,6,1494,2,1479,1997,5,9236,1
275500,8,2098,3,1030,2005,15,10240,2
156000,6,1026,2,1026,1969,12,7930,1
172500,6,1471,2,729,1999,20,3230,0
212000,8,1768,2,866,2007,5,10769,1
158900,6,1386,2,672,1978,18,11616,0
179400,7,1501,2,744,1999,20,2280,0
290000,8,2531,3,1318,1995,13,12257,1
127500,6,864,1,864,1959,12,9100,0
100000,5,1301,2,1145,1924,3,6911,3
215200,7,1547,2,756,2009,20,8640,1
337000,8,2365,3,1252,1999,13,9430,1
270000,8,1494,2,1494,1995,24,9549,2
264132,9,1506,2,1498,2008,20,14587,2
196500,7,1714,2,980,1988,16,10421,0
160000,6,1750,1,983,1940,11,12508,0
216837,7,1836,2,1860,2004,5,9100,1
538000,8,3279,3,1650,2003,21,53504,2
134900,5,858,2,858,1982,18,7252,0
102000,4,1220,2,836,1951,7,8877,0
107000,6,1117,2,1029,1976,7,7819,0
114500,5,912,1,912,1958,12,10150,0
395000,8,1973,3,1935,2006,15,14226,1
162000,6,1204,2,1204,1998,11,4500,0
221500,7,1614,3,1614,2005,5,11210,1
142500,5,894,2,864,1974,18,13350,0
144000,5,2020,2,0,1977,19,8400,0
135000,6,1004,2,975,1977,11,10530,0
176000,7,1253,2,1237,1995,8,7875,0
175900,6,1603,2,761,1992,19,7153,1
187100,7,1430,2,1413,2001,5,16285,1
165500,5,1110,2,1097,1978,11,9101,1
128000,6,1484,0,742,1914,17,6300,0
161500,6,1342,2,1372,1967,16,9790,0
139000,5,1652,1,686,1915,17,10800,0
233000,7,2084,2,956,2004,19,10142,1
107900,4,901,1,901,1954,17,6000,0
187500,6,2087,2,832,1966,4,12205,1
160200,7,1145,2,1145,2005,0,3182,1
146800,6,1062,2,1029,1976,11,11333,0
269790,7,2013,2,1117,1996,13,9920,0
225000,8,1496,2,1496,2007,20,9158,1
194500,7,1895,2,712,1994,8,10832,1
171000,6,1564,2,650,1980,19,8400,0
143500,6,1285,2,660,1977,18,8197,0
110000,5,773,1,773,1953,12,7677,0
485000,9,3140,3,1926,2008,15,13518,2
175000,5,1768,1,731,1937,22,7200,1
200000,6,1688,2,616,1997,4,12798,1
109900,4,1196,2,1196,1916,9,4800,0
189000,7,1456,2,728,2005,5,8199,1
582933,9,2822,3,1734,2008,15,13891,2
118000,5,1128,1,936,1954,12,9000,0
227680,7,1428,2,1417,2008,20,12274,2
135500,5,980,1,980,1967,12,9750,0
223500,5,1576,2,1324,1923,3,21384,1
159950,5,1086,2,1024,1966,12,13400,0
106000,5,2138,2,849,1898,17,8100,0
181000,6,1309,2,1040,1974,16,10140,1
144500,6,848,2,848,2004,5,4438,1
55993,5,1044,2,540,1952,9,8712,3
157900,6,1442,1,1442,1958,12,9750,0
116000,5,1250,1,686,1918,7,8248,3
224900,7,1661,2,1649,1998,5,12137,1
137000,5,1008,1,1008,1954,12,11425,0
271000,8,1689,3,1568,2002,11,13265,1
155000,6,1052,2,1010,1971,4,8816,0
224000,7,1358,2,1358,2009,15,6371,1
183000,7,1640,2,798,2003,5,7226,1
93000,4,936,2,936,1953,17,6000,0
225000,7,1733,2,847,2003,8,12394,1
139500,6,1489,1,778,1940,22,9900,0
232600,8,1489,2,1489,2006,20,11216,1
385000,10,2084,3,2078,2007,15,14803,2
109500,5,784,0,784,1924,3,6130,1
189000,7,1434,2,1454,2001,19,8529,1
185000,5,2126,2,1013,1967,4,28698,0
147400,7,1223,2,600,2005,20,2544,1
166000,6,1392,2,1392,1957,12,11900,0
151000,7,1200,2,600,2005,20,3180,1
237000,7,1829,2,941,2003,5,9548,1
167000,6,1516,2,1516,1964,12,10004,0
139950,5,1144,2,1144,1961,12,7875,0
128000,4,1067,2,1067,1950,18,9600,1
153500,5,1559,2,1559,1948,17,8100,0
100000,6,987,1,483,1973,2,1680,0
144000,5,1099,1,1099,1995,5,9525,1
130500,5,1200,1,768,1946,7,11767,0
140000,6,1482,1,672,1925,22,12155,3
157500,5,1539,2,650,1904,17,10440,1
174900,6,1165,2,1127,1966,12,9020,0
141000,5,1800,0,1800,1961,12,8000,0
153900,5,1416,3,876,1915,17,12665,0
171000,5,1701,2,1390,1975,18,16647,0
213000,7,1775,2,740,1993,19,9317,1
133500,5,864,1,864,1972,5,15523,0
240000,6,2358,2,907,1908,4,45600,0
187000,6,1855,2,528,1976,24,9600,0
131500,6,848,2,848,2003,5,4435,1
215000,8,1456,2,1273,2003,0,3196,1
164000,7,1646,1,918,1941,6,7128,0
158000,6,1445,2,1127,1964,12,12095,0
170000,5,1779,2,1763,1955,18,17920,0
127000,5,1040,1,1040,1962,18,6897,0
147000,6,1026,2,940,1978,5,10970,0
174000,6,1481,2,702,1994,8,8125,0
152000,7,1370,2,1090,1976,16,10400,0
250000,6,2654,2,1054,1968,16,11029,1
189950,7,1426,1,912,1918,6,7642,1
131500,5,1039,2,1039,1965,18,11625,0
152000,6,1097,2,1040,1984,19,9672,0
132500,5,1148,1,1148,1959,12,7931,0
250580,7,1372,2,1372,2007,20,8640,1
148500,5,1002,2,1002,1970,12,8750,0
248900,8,1646,3,1638,2006,23,10656,1
129000,4,1120,2,1040,1961,18,6970,3
169000,5,2320,2,0,1948,8,14762,0
236000,7,1949,2,1050,1993,19,9938,1
109500,5,894,1,894,1962,12,6600,0
200500,6,1682,2,804,1998,5,8750,1
116000,5,910,2,105,1953,12,8892,1
133000,5,1268,1,832,1949,12,12144,0
66500,5,1131,1,676,1941,17,5720,0
303477,8,2610,2,1184,2007,20,9000,2
132250,4,1040,2,1064,1963,11,25286,0
350000,9,2224,3,1462,2004,15,8834,2
148000,5,1155,2,1109,1961,18,11782,1
136500,5,864,1,864,1978,5,7000,0
157000,5,1090,2,1090,2005,7,7024,0
187500,7,1717,2,1156,1990,23,13758,1
178000,6,1593,2,808,1992,8,9636,0
118500,4,2230,1,795,1912,22,6204,0
100000,5,892,1,892,1967,12,7150,0
328900,9,1709,2,1698,1999,20,5119,1
145000,5,1712,2,1626,1959,12,8393,0
135500,5,1393,1,816,1955,7,16466,0
268000,8,2217,2,2217,1970,12,15865,1
149500,6,1505,2,1505,1953,12,12160,0
122900,5,924,2,672,1949,12,8064,0
172500,6,1683,2,918,1978,18,11184,0
154500,6,1068,1,1059,1963,18,8414,0
165000,5,1383,1,1383,1954,18,13284,0
118858,5,1535,2,0,1979,19,7018,0
140000,6,1796,2,780,1963,12,7056,0
106500,4,951,1,951,1936,9,8765,0
142953,5,2240,2,0,1979,19,7018,0
611657,9,2364,3,2330,2009,15,12919,2
135000,5,1236,1,912,1961,18,6993,0
110000,4,858,1,858,1971,12,7340,0
153000,5,1306,1,992,1957,12,8712,0
180000,7,1509,2,783,2003,8,7875,1
240000,7,1670,3,1670,2006,8,14859,1
125500,5,902,1,876,1967,18,6173,0
128000,5,1063,1,1056,1954,12,9920,0
255000,8,1636,3,1623,2006,20,13501,1
250000,7,2057,1,1017,1936,6,11500,1
131000,5,902,2,864,1983,11,8885,0
174000,6,1484,2,742,2005,8,12589,1
154300,5,2274,2,1105,1960,12,11600,0
143500,5,1268,1,1268,1977,5,9286,1
88000,5,1015,1,768,1925,3,6120,0
145000,5,2002,3,1001,1949,6,6270,0
173733,6,1224,2,612,2009,20,3000,1
75000,4,1092,1,546,1970,10,2001,0
35311,2,480,1,480,1949,9,9000,0
135000,4,1229,1,1134,1956,7,17140,0
238000,7,2127,3,1104,1991,19,13125,1
176500,6,1414,2,1184,1958,12,11029,0
201000,6,1721,2,928,1994,19,8462,1
145900,5,2200,0,1272,1900,7,8777,0
169990,6,1316,2,1316,2005,8,10237,1
193000,6,1617,2,1604,1993,19,8012,1
207500,6,1686,2,1686,1980,16,10240,0
175000,5,1126,2,1126,1977,16,15611,2
285000,8,2374,3,1181,2003,15,11999,2
176000,7,1978,2,832,1968,16,9900,0
236500,8,1788,2,1753,2001,5,11838,2
222000,7,2236,2,964,1997,8,13006,1
201000,8,1466,3,1466,2007,23,8925,1
117500,5,925,1,925,1965,12,9100,0
320000,9,1905,3,1905,2006,20,11670,2
190000,7,1500,2,1500,2004,5,8487,1
242000,7,2069,2,585,1960,12,27650,1
79900,4,747,2,600,1926,3,5825,0
184900,7,1200,2,1176,2003,19,10083,1
253000,7,1971,2,1113,2005,20,9675,1
239799,7,1962,3,1391,2006,5,8760,1
244400,7,2403,1,1032,1940,4,24090,0
150900,6,1728,2,1728,1976,11,12640,0
214000,7,2060,2,992,1999,8,8755,1
150000,4,1440,0,1440,1977,7,7711,0
143000,5,1632,2,1632,1967,11,25000,0
137500,6,1344,2,819,1958,23,14375,1
124900,5,1869,2,1088,1890,17,8820,0
143000,5,1144,1,1144,1959,12,8163,0
270000,8,1629,3,1616,2002,23,14536,1
192500,7,1776,2,936,2002,5,14006,1
197500,6,1381,2,1161,1972,16,9360,1
129000,5,864,2,864,1950,12,7200,1
119900,5,965,1,828,1965,19,7800,0
133900,5,768,1,768,1972,5,7200,0
172000,5,1968,2,784,1969,11,11075,0
127500,6,980,0,945,1975,7,9400,0
145000,6,1958,2,979,1946,6,7136,0
124000,6,1229,2,561,1980,1,1300,0
132000,5,1057,2,1057,1962,18,7420,0
185000,7,1337,2,1337,2003,5,8450,1
155000,7,1416,2,696,1999,20,2572,1
116500,5,858,0,858,1958,3,7207,0
272000,6,2872,2,1330,1977,16,12227,0
155000,6,1548,2,804,1976,14,2308,1
239000,9,1800,2,1800,2007,5,11923,2
214900,7,1894,2,817,2002,23,11316,1
178900,6,1484,2,783,2005,8,10237,1
160000,5,1308,1,728,1940,6,9600,0
135000,5,1098,1,1098,1955,12,7390,0
37900,3,968,0,600,1910,17,5925,0
140000,6,1095,1,588,1958,12,10382,0
135000,4,1192,0,720,1949,12,10800,0
173000,7,1626,2,764,2003,15,2268,1
99500,6,918,1,918,1979,19,7892,0
182000,7,1428,2,1428,2007,20,11639,1
167500,7,2019,2,728,1910,3,11414,1
165000,7,1382,2,673,2000,20,2651,1
85500,4,869,0,440,1923,3,5900,3
199900,7,1241,2,1241,2006,20,4274,1
110000,4,894,2,894,1954,7,9450,0
139000,5,1121,2,1121,1963,18,8816,0
178400,7,999,2,944,1961,12,12122,2
336000,8,2612,3,1225,1998,13,12203,1
159895,7,1266,2,1266,2007,0,3182,1
255900,8,2290,2,1128,2002,5,11250,1
126000,5,1734,2,0,1977,11,10125,1
125000,5,1164,1,1164,1950,7,10880,0
117000,6,1635,1,485,1910,17,5310,1
395192,9,1940,3,1930,2009,15,10159,2
195000,6,2030,2,848,1976,16,12046,1
197000,7,1576,2,770,2006,20,8125,1
348000,8,2392,3,1396,1997,13,9452,1
168000,8,1742,2,916,1882,17,17671,1
187000,6,1851,2,822,1964,12,9760,1
173900,6,1500,2,750,2005,5,8846,1
337500,10,1718,3,1700,2006,15,12456,2
121600,4,1230,1,747,1946,3,4712,0
136500,5,1050,1,1050,1961,12,10659,0
185000,6,1442,2,1442,1970,16,11717,0
91000,3,1077,1,1007,1922,9,9786,0
206000,7,1208,2,1187,2006,5,6762,1
82000,3,944,2,0,1952,7,10206,3
86000,5,691,1,691,1920,17,5400,2
232000,8,1574,3,1574,2006,20,11957,1
136905,5,1680,2,1680,1976,16,11500,0
181000,7,1504,2,1346,2005,0,3182,1
149900,5,985,1,985,1977,5,8385,0
163500,6,1657,2,1657,1970,12,12155,0
88000,4,1092,1,546,1970,10,2217,0
240000,7,1710,2,1710,2004,11,12118,1
102000,5,1522,0,1008,1926,22,6000,0
135000,5,1271,1,720,1948,18,21286,0
100000,5,1664,0,0,1965,7,9825,0
165000,6,1502,1,602,1923,6,10592,1
85000,5,1022,1,1022,1910,17,7200,0
119200,6,1082,1,1082,1948,12,11664,0
227000,8,1665,2,810,2001,16,8400,1
203000,7,1504,2,1504,1996,5,11883,1
187500,8,1360,2,1220,1984,21,5814,1
160000,7,1472,2,384,1991,8,10784,1
213490,7,1506,2,1362,2005,0,3013,1
176000,4,1132,2,1132,2005,7,7024,1
194000,7,1220,2,1199,2006,5,7406,1
87000,5,1248,1,912,1930,17,9439,0
191000,7,1504,2,1346,2005,0,3182,1
287000,8,2898,2,1565,1976,23,15498,1
112500,5,882,2,882,1972,5,7700,0
167500,5,1264,2,1268,1960,12,9300,0
293077,8,1646,3,1638,2007,23,9520,1
105000,5,1376,1,768,1941,12,9492,0
118000,6,1218,1,672,1972,2,1680,0
160000,5,1928,0,686,1916,22,7082,0
197000,7,3082,2,824,1920,22,15863,0
310000,8,2520,3,1338,1993,13,14541,1
230000,7,1654,3,1654,2002,5,8125,1
119750,5,954,1,920,1938,6,6305,3
84000,4,845,1,0,1957,7,11500,0
315500,9,1620,3,1620,2007,23,12898,2
287000,8,2263,2,1055,2001,5,9240,1
97000,4,1344,0,546,1970,10,1533,0
80000,4,630,1,630,1970,10,1477,0
155000,5,1803,2,1134,1957,18,13125,0
173000,6,1632,2,800,1966,16,9130,1
196000,6,1306,2,1306,2005,15,5381,1
262280,7,2329,2,1475,1990,19,11839,1
278000,8,2524,2,2524,1981,16,9600,1
139600,3,1733,2,0,1955,7,13680,0
556581,9,2868,3,1992,2005,21,16056,2
145000,5,990,2,990,1994,5,9245,0
115000,5,1771,2,0,1960,11,21750,0
84900,4,930,1,0,1946,7,11100,1
176485,7,1302,2,1302,2007,8,8993,1
200141,7,1316,2,1316,2007,5,11175,1
165000,6,1977,2,816,1964,12,9500,0
144500,5,1526,1,1216,1957,7,8562,0
255000,8,1989,2,1065,2002,5,11367,1
180000,6,1523,2,1193,1976,16,11361,0
185850,7,1364,2,1364,2005,15,7052,1
248000,7,1850,2,973,1994,13,29959,1
335000,9,2184,3,1104,2008,15,11308,2
220000,6,1991,2,854,1932,6,11275,0
213500,8,1338,2,1338,2001,21,4920,1
81000,3,894,3,894,1935,9,18000,0
90000,5,2337,2,662,1900,17,13600,0
110500,6,1103,2,1103,1925,17,6000,1
154000,5,1154,2,1154,1966,12,11000,0
328000,7,2260,2,1306,1996,4,14000,1
178000,6,1571,2,799,1993,8,7837,0
167900,6,1611,2,780,1964,12,9760,0
151400,6,2521,2,942,1973,10,3964,0
135000,5,893,2,845,1949,12,9600,1
135000,5,1048,1,1048,1956,12,10152,0
154000,6,1556,2,727,1968,16,11700,0
91500,5,1456,1,810,1948,7,7585,0
159500,6,1426,2,690,1977,7,7950,0
194000,7,1240,3,1240,2006,5,8556,1
219500,7,1740,1,800,1940,6,13125,0
170000,5,1466,2,796,1936,17,10800,1
138800,5,1096,1,1096,1969,12,15870,0
155900,6,848,2,848,2004,5,4435,1
126000,5,990,1,990,1994,5,8775,0
145000,6,1258,2,1258,1971,16,11040,1
133000,5,1040,1,1040,1963,18,7500,0
192000,7,1459,2,1459,2002,5,8749,1
160000,6,1251,1,1251,1964,12,8800,0
187500,6,1498,2,691,1995,8,13031,0
147000,6,996,2,936,1992,19,9069,1
83500,4,1092,1,546,1973,10,1974,0
252000,8,1953,3,1082,2005,20,10574,1
137500,7,1709,2,970,2004,7,2522,1
197000,8,1247,2,1247,2005,20,3316,1
92900,3,1040,2,0,1950,12,8544,0
160000,7,1252,2,600,1999,20,2160,1
136500,6,1694,2,1181,1925,22,8400,0
146000,5,1200,2,864,1965,12,9230,1
129000,5,936,1,936,1956,12,5868,0
176432,6,1314,2,1314,2006,5,9317,1
127000,6,1355,0,684,1914,9,6882,1
170000,8,1088,2,1074,1986,21,3696,1
128000,4,1324,1,672,1936,3,6000,0
157000,7,1601,2,1271,1978,16,11880,0
60000,2,438,1,290,1920,22,8400,3
119500,5,950,1,950,1971,12,9758,0
135000,5,1134,1,1010,1960,12,7000,0
159500,6,1194,2,655,1959,12,8910,0
106000,5,1302,2,630,1970,2,2016,0
325000,8,2622,2,1463,1994,13,12256,1
179900,7,1442,2,910,1990,19,10357,1
274725,7,2021,2,868,2006,8,23257,1
181000,6,1690,2,924,2000,8,8063,0
280000,8,1836,3,1836,2004,15,11362,1
188000,6,1658,2,773,1995,8,8000,0
205000,7,1964,2,803,1976,16,10480,0
129900,5,816,1,816,1957,12,7100,0
134500,5,1008,1,1008,1953,12,8923,1
117000,5,833,1,833,1954,17,5400,1
318000,8,1734,3,1734,2007,15,12085,2
184100,8,1419,2,408,2002,8,7750,1
130000,5,894,2,894,1967,18,9764,1
140000,5,1601,1,533,1958,18,13825,0
133700,5,1040,1,1040,1959,12,7560,0
118400,6,1012,1,1012,1920,9,8263,0
212900,7,1552,3,1552,2005,5,10084,1
112000,4,960,1,672,1956,7,8926,0
118000,5,698,0,698,1947,7,9405,0
163900,7,1482,2,384,1992,8,9125,1
115000,4,1005,2,1005,1955,12,10434,3
174000,7,1555,3,1373,2007,0,3684,1
259000,7,1530,3,1530,2004,8,14572,1
215000,7,1959,2,847,2004,8,11796,1
140000,5,936,2,936,1980,17,7200,0
135000,4,1981,2,1122,1928,22,7804,1
93500,5,974,0,974,1991,11,10712,0
117500,6,2210,1,1008,1880,17,9900,3
239500,8,2020,2,1128,1995,19,9828,1
169000,6,1600,2,916,1997,8,8773,0
102000,6,986,1,960,1926,3,6180,0
119000,6,1252,1,1032,1950,12,9600,0
94000,5,1020,0,780,1875,18,6342,0
196000,6,1567,2,1567,1977,11,9819,1
144000,5,1167,2,915,1920,3,8731,0
139000,5,952,2,952,1951,12,7350,0
197500,5,1868,2,780,1976,16,10304,1
424870,8,2828,3,1466,2006,5,9965,1
80000,5,1006,0,1006,1959,18,9000,0
80000,4,924,1,672,1941,7,12180,3
149000,5,1576,1,1042,1928,3,6240,0
180000,6,1298,2,1298,1985,19,11200,1
174500,7,1564,1,704,1941,6,12000,3
116900,7,1111,1,572,1926,17,5700,0
143000,7,1482,2,650,1920,17,9000,0
124000,6,932,1,932,1950,12,8280,1
149900,5,1466,2,1466,1959,7,17755,3
230000,6,1811,2,1073,1956,6,14115,2
120500,6,816,1,816,1930,9,5890,0
201800,7,1820,2,864,1965,12,13700,1
218000,5,1437,2,1437,1976,24,10768,1
179900,5,1265,2,1219,1965,12,9350,1
230000,7,1314,2,1314,2007,15,5001,1
235128,8,1580,3,1580,2007,20,11932,1
185000,6,1876,2,901,1974,16,9120,1
146000,6,1456,2,855,1978,14,2280,0
224000,6,1640,2,1296,1954,6,14778,1
129000,5,894,2,894,1968,18,8724,0
108959,4,1258,2,1198,1969,18,12900,0
194000,5,1432,2,1360,1978,24,16157,1
233170,7,1502,2,1502,2009,15,9541,1
245350,8,1694,3,1694,2008,5,10475,1
173000,6,1671,2,959,2000,8,10852,0
235000,6,2108,2,1127,1935,7,13728,1
625000,10,3627,3,1930,1995,13,35760,1
171000,6,1118,1,1096,1977,11,9880,0
163000,6,1261,2,1261,1958,12,9120,0
171900,7,1250,2,625,2006,20,4017,1
200500,5,3086,0,1598,1946,4,18030,2
239000,6,2345,2,952,1932,6,16560,0
285000,8,2872,2,1683,1992,13,10678,1
119500,5,923,1,876,1984,11,6951,0
115000,6,1224,1,818,1926,17,3950,0
154900,5,1343,1,731,1921,6,7681,0
93000,5,1124,0,0,1954,7,8335,0
250000,7,2514,2,1216,1990,23,11170,0
392500,8,1652,2,1600,2008,6,5587,1
745000,10,4476,3,2396,1996,13,15623,2
120000,5,1130,2,1120,1920,17,10800,0
186700,5,1572,3,1572,1963,23,35133,0
104900,5,1221,1,784,1924,7,9738,0
95000,3,1699,2,978,1900,17,10615,0
262000,8,1624,3,1624,1994,13,12461,1
195000,7,1660,2,831,2002,5,8935,1
189000,7,1804,2,994,1999,8,7500,1
168000,4,1622,4,1249,1961,11,32463,0
174000,8,1441,2,776,1999,20,2645,1
125000,5,1472,1,702,1925,17,9600,1
165000,6,1224,2,1224,1999,11,4500,0
158000,6,1352,1,663,1969,18,9364,0
176000,6,1456,2,728,2005,8,8029,1
219210,7,1863,3,879,2006,8,14054,1
144000,7,1690,1,815,1916,17,8850,0
178000,7,1212,2,1212,2001,5,9100,1
148000,4,1382,2,1051,1963,18,11235,0
116050,4,864,1,864,1970,12,9353,0
197900,7,1779,2,866,1998,5,10400,1
117000,5,1348,1,884,1925,3,6000,0
213000,7,1630,2,1630,2000,5,9750,1
153500,5,1074,2,1056,1975,16,10140,0
271900,7,2196,3,2158,1990,19,14684,1
107000,4,1056,1,1056,1966,19,8900,0
200000,6,1700,2,1682,2003,5,9135,1
140000,5,1283,2,931,1962,12,7763,0
290000,8,1660,2,1660,2006,20,10182,1
189000,6,1845,2,1055,1992,19,11218,1
164000,8,1752,2,559,1988,8,12134,0
113000,4,672,1,672,1941,7,9340,0
145000,4,960,1,648,1965,18,10246,0
134500,5,999,1,925,1962,12,10205,0
125000,5,894,1,894,1966,18,7094,0
112000,6,1902,2,0,1978,18,8930,0
229456,8,1314,2,1300,2009,20,8640,1
80500,4,912,0,0,1947,3,6240,0
91500,6,1218,0,672,1971,2,1680,0
115000,5,912,1,912,1964,12,7800,0
134000,5,1211,1,952,1968,18,8250,0
143000,6,1846,1,1040,1949,12,10496,0
137900,5,2136,2,2136,1951,12,10680,0
184000,7,1490,2,788,2004,8,15384,1
145000,6,1138,1,588,1958,12,10482,0
214000,6,1933,3,894,2007,20,14598,1
147000,5,912,2,912,1965,12,8872,1
367294,9,1702,3,1702,2008,15,8769,2
127000,5,1507,1,1075,1960,12,7910,0
190000,5,2620,2,1361,1977,18,18890,0
132500,5,1190,2,1106,1962,12,7728,0
101800,4,1224,2,0,1962,12,9842,0
142000,5,1188,2,1188,1959,12,12160,0
130000,5,1964,0,940,1911,22,8525,0
138887,5,1784,1,747,1914,6,13132,0
175500,7,1626,2,764,2003,15,2628,1
195000,7,1948,2,847,2004,5,12393,1
142500,6,1141,2,1141,2005,19,13072,0
265900,8,1484,2,1476,2006,23,9037,2
224900,7,1768,2,884,2003,5,8158,1
248328,7,1689,3,1689,2007,20,9849,1
170000,7,1173,2,1053,1974,16,10625,1
465000,10,2076,3,2076,2006,15,13891,2
